,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40
Seq146,0.0014142666,0.00089234364,0.00047949448,0.00022895513,0.000111576315,6.415644e-05,4.523562e-05,3.711642e-05,3.3306947e-05,3.137563e-05,3.0336094e-05,2.9749935e-05,2.9406565e-05,2.9198767e-05,2.9069344e-05,2.8986713e-05,2.8932745e-05,2.8896815e-05,2.887252e-05,2.8855811e-05,2.8844172e-05,2.8836004e-05,2.8830147e-05,2.8825969e-05,2.882289e-05,2.882069e-05,2.8819011e-05,2.8817776e-05,2.8816841e-05,4.343568e-05,0.000834255,0.017662339,0.09119881,0.09449029,0.037741598,0.21398325,0.12389315,0.17721817,0.13028215,0.10876307
Seq147,0.00065627875,0.0004140847,0.00022250557,0.00010624479,5.1776067e-05,2.9771281e-05,2.0991227e-05,1.722356e-05,1.5455806e-05,1.4559597e-05,1.407722e-05,1.380522e-05,1.3645879e-05,1.3549452e-05,1.3489395e-05,1.345105e-05,1.3426008e-05,1.3409334e-05,1.3398047e-05,1.3390307e-05,1.33848935e-05,1.3381115e-05,1.3378398e-05,1.3376445e-05,1.337503e-05,1.3373997e-05,1.3373232e-05,1.3372644e-05,2.0762664e-05,0.001056472,0.0060756383,0.009748339,0.016153343,0.099581376,0.41875395,0.2005351,0.031506315,0.10472323,0.03225588,0.077798136
Seq148,0.0030343202,0.0019145302,0.001028759,0.00049122504,0.00023938785,0.00013764814,9.705337e-05,7.963349e-05,7.146024e-05,6.73166e-05,6.508639e-05,6.3828724e-05,6.309207e-05,6.2646235e-05,6.236856e-05,6.219121e-05,6.207543e-05,6.19984e-05,6.1946215e-05,6.191037e-05,6.1885396e-05,6.186787e-05,6.185536e-05,6.184628e-05,6.183979e-05,6.183496e-05,6.1831415e-05,6.18287e-05,6.18267e-05,6.1825165e-05,6.182399e-05,6.18231e-05,6.1822335e-05,0.00077905384,0.008052347,0.0445313,0.090202615,0.118884884,0.36054772,0.36840966
Seq149,0.0017768047,0.0011210903,0.00060240977,0.00028764628,0.00014017818,8.060253e-05,5.683148e-05,4.663093e-05,4.1844924e-05,3.9418537e-05,3.8112594e-05,3.737614e-05,3.694478e-05,3.6683716e-05,3.6521116e-05,3.6417263e-05,3.6349466e-05,3.630436e-05,3.6273803e-05,3.625281e-05,3.6238187e-05,3.6227924e-05,3.62206e-05,3.6215282e-05,3.6211484e-05,3.620865e-05,3.6206577e-05,3.620499e-05,3.620382e-05,3.6202917e-05,3.6202226e-05,3.620171e-05,3.620126e-05,0.0006654464,0.007978938,0.05096251,0.13895792,0.25032303,0.25157338,0.29450738
Seq150,0.03713687,0.023431828,0.012590927,0.0060120765,0.0029298542,0.0016846677,0.0011878307,0.0009746302,0.0008745982,0.00082388433,0.0007965882,0.0007811961,0.0007721799,0.00076672336,0.000763325,0.0007611547,0.0007597377,0.00075879454,0.0007581562,0.00075771747,0.00075741176,0.0007571973,0.0007570439,0.0007569334,0.00075685326,0.0007567949,0.00075675116,0.0007567183,0.0007566938,0.0007566746,0.0007566599,0.0007566494,0.00075664045,0.0007566332,0.00075662736,0.007173444,0.09131615,0.3152099,0.29421577,0.18540974
Seq151,0.0011164919,0.0007044601,0.00037853656,0.00018074847,8.8083805e-05,5.0648257e-05,3.571123e-05,2.9301531e-05,2.6294145e-05,2.4769472e-05,2.3948809e-05,2.3486067e-05,2.3214992e-05,2.3050947e-05,2.2948776e-05,2.2883538e-05,2.2840937e-05,2.281257e-05,2.279339e-05,2.27802e-05,2.2771012e-05,2.2764563e-05,2.275994e-05,2.275664e-05,2.2754208e-05,4.9999693e-05,0.00037468298,0.0026133375,0.011814094,0.0027569463,0.06637247,0.024525382,0.01964315,0.039931905,0.061244354,0.08559979,0.14831585,0.07624789,0.18364757,0.27388301
Seq152,0.00045644538,0.00028799812,0.0001547538,7.389382e-05,3.601053e-05,2.0706084e-05,1.4599511e-05,1.19790775e-05,1.0749594e-05,1.0126278e-05,9.790782e-06,9.601595e-06,9.490783e-06,9.423717e-06,9.381947e-06,9.355268e-06,9.337851e-06,9.326264e-06,9.318423e-06,9.313021e-06,9.309274e-06,9.306628e-06,9.3047465e-06,9.30339e-06,9.302405e-06,0.00014072344,0.0025527915,0.047507875,0.053587377,0.09583967,0.11244373,0.046246164,0.047684785,0.023792002,0.15401801,0.08049947,0.079171404,0.065385595,0.086879544,0.10303273
Seq153,0.0026330084,0.0016613193,0.00089269836,0.000426257,0.00020772702,0.0001194432,8.421738e-05,6.910139e-05,6.2009116e-05,5.8413498e-05,5.64782e-05,5.538692e-05,5.474765e-05,5.4360775e-05,5.411983e-05,5.3965985e-05,5.386551e-05,5.379862e-05,5.3753338e-05,5.372228e-05,5.370056e-05,5.3685402e-05,5.36745e-05,5.366667e-05,5.3660984e-05,5.3656844e-05,5.3653774e-05,5.365142e-05,5.364968e-05,5.364835e-05,5.3647276e-05,5.364651e-05,5.364589e-05,5.364538e-05,6.1698185e-05,0.00415215,0.019249177,0.15806147,0.39902592,0.41193998
Seq154,0.015993098,0.0100909835,0.0054223198,0.0025891184,0.00126175,0.00072550727,0.0005115429,0.00041972726,0.0003766482,0.00035480817,0.000343053,0.0003364243,0.00033254147,0.00033019157,0.00032872806,0.00032779344,0.00032718317,0.00032677702,0.0003265021,0.00032631317,0.00032618156,0.00032608918,0.0003260231,0.0003259755,0.00032594104,0.00032591584,0.00032589704,0.0003258829,0.00032587233,0.0003258641,0.00032585772,0.0003258532,0.00032584934,0.00032584622,0.00032584372,0.0024023533,0.010374622,0.12377002,0.42621082,0.3913023
Seq155,0.0020522813,0.0012949046,0.0006958076,0.0003322431,0.00016191146,9.309918e-05,6.5642664e-05,5.3860662e-05,4.8332626e-05,4.5530047e-05,4.4021544e-05,4.3170956e-05,4.267268e-05,4.2371135e-05,4.2183332e-05,4.2063417e-05,4.1985106e-05,4.1932966e-05,4.189771e-05,4.1873463e-05,4.1856576e-05,4.184472e-05,4.183622e-05,4.1830157e-05,4.182569e-05,4.18225e-05,4.1820065e-05,4.181827e-05,4.1816915e-05,4.1815838e-05,4.1815e-05,4.181444e-05,0.0003167451,0.00334685,0.013544431,0.010743319,0.11573521,0.37707818,0.20400845,0.26945707
Seq156,0.008195114,0.005170778,0.0027784803,0.0013267043,0.00064654055,0.00037176115,0.00026212248,0.00021507483,0.00019300045,0.00018180927,0.00017578572,0.00017238902,0.00017039946,0.00016919535,0.00016844542,0.00016796643,0.00016765372,0.00016744567,0.00016730472,0.00016720791,0.00016714048,0.00016709314,0.00016705935,0.00016703497,0.0001670173,0.0001670044,0.00016699468,0.00016698752,0.0001669821,0.0001669778,0.00016697461,0.00016697223,0.00016697032,0.00016696872,0.002949718,0.033449788,0.10476537,0.27191594,0.18643045,0.37711534
Seq157,0.0020019251,0.001263132,0.0006787352,0.00032409112,0.00015793872,9.081488e-05,6.4032036e-05,5.2539075e-05,4.714668e-05,4.4412867e-05,4.2941425e-05,4.2111704e-05,4.1625655e-05,4.1331507e-05,4.1148312e-05,4.103134e-05,4.095495e-05,4.0904088e-05,4.086966e-05,4.0846047e-05,4.0829535e-05,4.0818013e-05,4.080972e-05,4.0803763e-05,4.079945e-05,4.0796294e-05,4.079396e-05,4.079217e-05,4.079085e-05,4.0789837e-05,4.0789022e-05,4.0788436e-05,4.078797e-05,0.0017308531,0.010449873,0.12519464,0.16766872,0.22949243,0.31122854,0.14856598
Seq158,0.0013833365,0.000872828,0.00046900785,0.00022394783,0.00010913613,6.275333e-05,4.424631e-05,3.630468e-05,3.257852e-05,3.068944e-05,2.967264e-05,2.9099301e-05,2.876344e-05,2.8560184e-05,2.8433595e-05,2.8352768e-05,2.8299983e-05,2.8264838e-05,2.8241073e-05,2.822473e-05,2.8213344e-05,2.8205355e-05,2.8199627e-05,2.819554e-05,2.8192528e-05,2.8190376e-05,2.8188737e-05,2.8187527e-05,2.8186614e-05,2.8185887e-05,2.8185323e-05,2.8184948e-05,0.0011105168,0.024145963,0.12092147,0.22228892,0.18888421,0.24919572,0.07403026,0.11553387
Seq159,0.0038787927,0.0024473576,0.0013150707,0.00062793674,0.00030601118,0.00017595668,0.00012406408,0.00010179611,9.134817e-05,8.605133e-05,8.320035e-05,8.159267e-05,8.065101e-05,8.008109e-05,7.9726145e-05,7.9499434e-05,7.935143e-05,7.925295e-05,7.918633e-05,7.914042e-05,7.910858e-05,7.9086094e-05,7.907011e-05,7.905857e-05,7.905021e-05,7.90441e-05,7.90395e-05,7.903611e-05,7.903355e-05,7.903151e-05,7.9030004e-05,7.902895e-05,7.9027974e-05,0.00060188404,0.004858461,0.09029828,0.08964121,0.140656,0.2677149,0.3952456
Seq160,0.0055152182,0.0034798742,0.0018698854,0.00089285674,0.00043511417,0.000250191,0.00017640545,0.00014474284,0.00012988703,0.0001223555,0.00011830172,0.00011601589,0.00011467684,0.00011386648,0.000113361784,0.00011303953,0.00011282908,0.00011268896,0.000112594214,0.00011252905,0.00011248368,0.00011245182,0.00011242897,0.00011241257,0.00011240067,0.000112391994,0.00011238556,0.00011238063,0.00011237698,0.000112374204,0.00011237195,0.00011237045,0.00011236906,0.00016936302,0.003580944,0.01621834,0.07658446,0.26244053,0.28630182,0.33908695
Seq161,0.0010665485,0.00067294796,0.00036160392,0.00017266325,8.414365e-05,4.8382666e-05,3.41138e-05,2.799079e-05,2.5117934e-05,2.3661465e-05,2.2877533e-05,2.243547e-05,2.2176542e-05,2.2019833e-05,2.1922233e-05,2.1859896e-05,2.1819198e-05,2.1792122e-05,2.1773798e-05,2.1761178e-05,2.1752421e-05,2.1746242e-05,2.1741846e-05,2.1738673e-05,2.173637e-05,2.1734693e-05,2.1733427e-05,2.1732494e-05,2.173179e-05,0.00019859511,0.0014876584,0.016661013,0.0023504505,0.038242877,0.056394972,0.14512089,0.23137675,0.26948667,0.1688503,0.066896625
Seq162,0.004878969,0.0030784276,0.0016541716,0.00078985497,0.00038491853,0.00022132846,0.00015605496,0.00012804501,0.00011490299,0.00010824032,0.0001046542,0.000102631966,0.000101447484,0.00010073061,0.00010028414,9.9998964e-05,9.9812794e-05,9.9688936e-05,9.960512e-05,9.954738e-05,9.950732e-05,9.947905e-05,9.9458935e-05,9.9444434e-05,9.94339e-05,9.942622e-05,9.942044e-05,9.9416175e-05,9.941295e-05,9.941039e-05,9.940849e-05,9.940716e-05,9.940593e-05,9.9404984e-05,9.940423e-05,0.0028874548,0.07295121,0.121425554,0.41609597,0.372625
Seq163,0.0017937178,0.0011317616,0.000608144,0.00029038434,0.00014151252,8.136977e-05,5.7372454e-05,4.7074845e-05,4.224328e-05,3.979379e-05,3.8475344e-05,3.773192e-05,3.7296417e-05,3.7032867e-05,3.686872e-05,3.676392e-05,3.669547e-05,3.66499e-05,3.6619083e-05,3.6597896e-05,3.6583133e-05,3.6572776e-05,3.6565347e-05,3.6560046e-05,3.655614e-05,3.6553352e-05,3.6551224e-05,3.6549656e-05,3.654847e-05,3.654753e-05,3.65468e-05,3.654631e-05,3.654589e-05,0.00034814334,0.003768285,0.020949943,0.08201379,0.18016599,0.29070428,0.4169702
Seq164,0.0007632783,0.000481597,0.00025878267,0.00012356685,6.02176e-05,3.4625165e-05,2.4413619e-05,2.0031694e-05,1.7975724e-05,1.6933398e-05,1.637236e-05,1.6056012e-05,1.5870693e-05,1.5758545e-05,1.5688696e-05,1.56441e-05,1.5614974e-05,1.5595582e-05,1.5582471e-05,1.557345e-05,1.5567171e-05,1.5562762e-05,1.55596e-05,1.5557345e-05,1.5555685e-05,0.0008153344,0.0045922883,0.00999647,0.04968835,0.035460543,0.16916871,0.07554546,0.03915136,0.054421596,0.24286714,0.1027625,0.078125894,0.043354757,0.028366247,0.0636463
Seq165,0.001704039,0.001075178,0.0005777392,0.00027586627,0.00013443745,7.730161e-05,5.4504053e-05,4.4721244e-05,4.0131243e-05,3.7804224e-05,3.6551763e-05,3.584547e-05,3.5431778e-05,3.5181405e-05,3.5025467e-05,3.4925866e-05,3.4860845e-05,3.4817585e-05,3.4788278e-05,3.4768145e-05,3.475412e-05,3.474428e-05,3.4737255e-05,3.4732155e-05,3.4728513e-05,3.4725796e-05,3.472381e-05,3.4722285e-05,3.4721157e-05,0.0006833045,0.008820299,0.0358279,0.14225754,0.073205754,0.10178833,0.045981795,0.023580786,0.07342163,0.18237998,0.30736613
Seq166,0.0025247158,0.0015929912,0.00085598236,0.0004087254,0.00019918346,0.000114530594,8.075358e-05,6.625931e-05,5.945873e-05,5.6011e-05,5.4155345e-05,5.31089e-05,5.249597e-05,5.2125008e-05,5.189397e-05,5.1746403e-05,5.165007e-05,5.1585972e-05,5.154255e-05,5.151272e-05,5.149195e-05,5.147736e-05,5.146696e-05,5.14594e-05,5.1454e-05,5.144998e-05,5.144703e-05,5.1444775e-05,5.144311e-05,5.1441835e-05,5.1440853e-05,5.1440114e-05,0.0012140163,0.012395036,0.032626234,0.023774989,0.093316354,0.098007694,0.15929504,0.5722728
Seq167,0.004020269,0.0025366233,0.0013630362,0.00065083994,0.0003171727,0.00018237448,0.00012858916,0.000105508996,9.4679985e-05,8.918995e-05,8.6235064e-05,8.456874e-05,8.3592735e-05,8.300203e-05,8.2634135e-05,8.239916e-05,8.224575e-05,8.2143684e-05,8.207454e-05,8.202705e-05,8.199397e-05,8.197074e-05,8.1954175e-05,8.194214e-05,8.193354e-05,8.192714e-05,8.192245e-05,8.191885e-05,8.1916194e-05,8.1914164e-05,8.19126e-05,8.191143e-05,8.191042e-05,0.00012093782,0.0015884883,0.03590076,0.11861132,0.26948732,0.4465394,0.11636742
Seq168,0.004693507,0.0029614088,0.0015912916,0.00075983023,0.00037028678,0.0002129151,0.00015012284,0.00012317776,0.00011053529,0.00010412588,0.00010067598,9.873071e-05,9.759116e-05,9.6901545e-05,9.6472046e-05,9.61978e-05,9.601871e-05,9.5899464e-05,9.581883e-05,9.576338e-05,9.572476e-05,9.569765e-05,9.567821e-05,9.566434e-05,9.5654126e-05,9.564683e-05,9.564126e-05,9.563716e-05,9.563406e-05,9.56316e-05,9.562968e-05,9.5628406e-05,9.562731e-05,9.56264e-05,9.562566e-05,0.0020070656,0.0081652645,0.15078582,0.197234,0.6283258
Seq169,0.0013696292,0.0008641793,0.00046436055,0.0002217288,0.000108054664,6.213152e-05,4.3807882e-05,3.594494e-05,3.2255703e-05,3.0385349e-05,2.937862e-05,2.8810962e-05,2.847843e-05,2.8277187e-05,2.8151853e-05,2.8071827e-05,2.8019564e-05,2.7984766e-05,2.7961238e-05,2.7945056e-05,2.7933786e-05,2.7925875e-05,2.7920203e-05,2.7916154e-05,2.7913173e-05,2.7911045e-05,2.790942e-05,2.7908223e-05,2.790732e-05,2.79066e-05,2.790604e-05,2.7905668e-05,2.790535e-05,0.0015950229,0.008913497,0.036579352,0.017527947,0.11484308,0.48647705,0.33018565
Seq170,0.0007235713,0.00045654352,0.00024532038,0.000117138705,5.7085006e-05,3.282391e-05,2.3143582e-05,1.8989613e-05,1.7040598e-05,1.6052494e-05,1.5520644e-05,1.5220752e-05,1.5045074e-05,1.4938759e-05,1.4872546e-05,1.4830268e-05,1.48026575e-05,1.4784274e-05,1.4771844e-05,1.4763295e-05,1.475734e-05,1.4753162e-05,1.4750165e-05,1.4748027e-05,1.4746452e-05,1.47453275e-05,0.001073295,0.011005796,0.085294425,0.06438846,0.047452416,0.04379944,0.08251372,0.12402208,0.08874699,0.027090488,0.14318839,0.10649898,0.098848954,0.07413084
Seq171,0.0048375195,0.0030522745,0.0016401185,0.00078314473,0.0003816484,0.00021944815,0.00015472918,0.0001269572,0.000113926835,0.00010732075,0.00010376511,0.000101760044,0.00010058563,9.987485e-05,9.9432174e-05,9.914942e-05,9.8964825e-05,9.884203e-05,9.8758916e-05,9.870167e-05,9.8661956e-05,9.863392e-05,9.861398e-05,9.8599594e-05,9.858915e-05,9.858154e-05,9.857581e-05,9.857158e-05,9.856838e-05,9.856585e-05,9.8563956e-05,9.8562654e-05,9.856142e-05,9.856048e-05,9.855973e-05,0.0018857263,0.071670294,0.31827667,0.32569662,0.268575
Seq172,0.00076867384,0.00048500134,0.000260612,0.00012444032,6.0643324e-05,3.486993e-05,2.4586197e-05,2.0173276e-05,1.8102775e-05,1.7053082e-05,1.6488111e-05,1.616951e-05,1.5982896e-05,1.5869955e-05,1.5799613e-05,1.5754686e-05,1.5725354e-05,1.570584e-05,1.569262e-05,1.5683538e-05,1.5677213e-05,1.5672773e-05,1.5669604e-05,1.5667305e-05,1.566566e-05,1.5664435e-05,1.5663538e-05,0.00064284384,0.004572169,0.0038283397,0.020301927,0.011258655,0.035621252,0.184622,0.2251239,0.058034033,0.12760556,0.06252431,0.18176697,0.082015336
Seq173,0.0013615127,0.0008590581,0.00046160893,0.0002204149,0.00010741438,6.1763356e-05,4.3548298e-05,3.5731915e-05,3.2064538e-05,3.0205267e-05,2.9204533e-05,2.8640212e-05,2.8309676e-05,2.8109627e-05,2.7985036e-05,2.7905457e-05,2.7853504e-05,2.781894e-05,2.779555e-05,2.7779437e-05,2.776826e-05,2.776037e-05,2.7754757e-05,2.775071e-05,2.774777e-05,2.7745627e-05,2.7744012e-05,2.7742823e-05,2.7741922e-05,2.774121e-05,0.00023719581,0.0074950843,0.012973395,0.006251547,0.042088788,0.053467028,0.27326965,0.19911861,0.21725924,0.18406726
Seq174,0.0023752202,0.0014986657,0.0008052972,0.00038452356,0.00018738922,0.0001077489,7.5971926e-05,6.233597e-05,5.5938057e-05,5.2694475e-05,5.09486e-05,4.9964165e-05,4.9387483e-05,4.903849e-05,4.882113e-05,4.8682352e-05,4.8591715e-05,4.8531372e-05,4.8490565e-05,4.8462505e-05,4.8442962e-05,4.8429236e-05,4.8419402e-05,4.8412385e-05,4.8407215e-05,4.840352e-05,4.8400707e-05,4.8398626e-05,4.839706e-05,4.839581e-05,4.8394846e-05,9.1414615e-05,0.00050438807,0.0046402775,0.006192302,0.039292883,0.119626544,0.14926814,0.33019292,0.34356186
Seq175,0.00041967144,0.00026479532,0.00014228585,6.794046e-05,3.3109296e-05,1.9037872e-05,1.3423281e-05,1.1013978e-05,9.883548e-06,9.310449e-06,9.001975e-06,8.828038e-06,8.726145e-06,0.00017199367,0.0023335358,0.013519383,0.006827911,0.0025318172,0.005479131,0.03731644,0.08251989,0.107661076,0.03850459,0.025940752,0.016782241,0.08243273,0.050427355,0.023375873,0.012750913,0.021681763,0.059233956,0.04476295,0.04390316,0.040013667,0.029344417,0.066645764,0.029705543,0.039943267,0.0311137,0.084059134
Seq176,0.001911512,0.0012060849,0.00064808107,0.00030945402,0.00015080563,8.671336e-05,6.114012e-05,5.016627e-05,4.5017412e-05,4.2407064e-05,4.1002033e-05,4.0209787e-05,3.974569e-05,3.9464827e-05,3.928991e-05,3.917822e-05,3.9105278e-05,3.9056715e-05,3.9023875e-05,3.9001294e-05,3.8985563e-05,3.8974526e-05,3.8966606e-05,3.896096e-05,3.8956798e-05,3.8953825e-05,3.8951555e-05,3.8949885e-05,3.8948623e-05,3.894762e-05,3.894684e-05,3.8946324e-05,0.0003684831,0.0024102142,0.032004736,0.133688,0.09217907,0.09734824,0.17009524,0.46653208
Seq177,0.02749608,0.017348887,0.0093223,0.0044513308,0.0021692584,0.0012473253,0.00087946805,0.0007216143,0.0006475508,0.00061000243,0.0005897924,0.0005783964,0.00057172053,0.00056768046,0.0005651644,0.0005635577,0.0005625086,0.00056181004,0.0005613377,0.00056101277,0.0005607865,0.00056062767,0.0005605139,0.00056043203,0.0005603728,0.0005603294,0.00056029734,0.00056027283,0.0005602547,0.00056024076,0.0005602296,0.000560222,0.00056021515,0.00056020974,0.0005602055,0.013324817,0.12709108,0.5632271,0.11424833,0.103126585
Seq178,0.001131713,0.00071406405,0.00038369736,0.0001832127,8.9284695e-05,5.133877e-05,3.61981e-05,2.9700986e-05,2.66526e-05,2.5107141e-05,2.4275316e-05,2.3806242e-05,2.3531495e-05,2.3365212e-05,2.3261648e-05,2.3195498e-05,2.3152315e-05,2.3123588e-05,2.3104145e-05,2.309075e-05,2.3081462e-05,2.3074901e-05,2.3070235e-05,2.306687e-05,2.306443e-05,2.3062648e-05,2.3061306e-05,2.3060316e-05,2.3059567e-05,2.3058974e-05,2.3058536e-05,0.0008473293,0.0045443224,0.034755763,0.08674291,0.13097264,0.10268,0.20665047,0.29000768,0.13964026
Seq179,0.03432165,0.02165554,0.011636449,0.00555632,0.0027077508,0.0015569589,0.0010977854,0.0009007464,0.0008082975,0.0007614282,0.00073620124,0.0007219763,0.00071364327,0.00070860033,0.0007054596,0.0007034542,0.0007021445,0.00070127257,0.0007006829,0.00070027745,0.00069999497,0.0006997968,0.0006996546,0.0006995526,0.0006994785,0.0006994245,0.0006993844,0.0006993538,0.0006993311,0.00069931376,0.0006992998,0.0006992904,0.00069928175,0.00069927506,0.00069926976,0.002034307,0.042831227,0.12238764,0.34352735,0.3906311
Seq180,0.008638587,0.005450591,0.0029288356,0.0013984977,0.00068152725,0.00039187868,0.00027630705,0.00022671331,0.0002034444,0.00019164763,0.00018529814,0.0001817178,0.00017962042,0.00017835114,0.0001775606,0.00017705587,0.00017672623,0.00017650677,0.00017635837,0.0001762563,0.0001761852,0.00017613532,0.00017609955,0.00017607385,0.00017605521,0.00017604162,0.00017603154,0.00017602382,0.00017601812,0.00017601375,0.00017601023,0.00017600786,0.00017600569,0.00017600402,0.00017600266,0.016362956,0.014770119,0.10212731,0.6096521,0.23227331
Seq181,0.00090179074,0.00056899263,0.00030574424,0.00014599065,7.114535e-05,4.0908635e-05,2.8843984e-05,2.3666844e-05,2.1237778e-05,2.00063e-05,1.934347e-05,1.8969711e-05,1.8750765e-05,1.8618264e-05,1.853574e-05,1.848305e-05,1.844864e-05,1.8425728e-05,1.841022e-05,1.8399582e-05,1.8392144e-05,1.8386952e-05,1.8383218e-05,1.8380535e-05,1.837859e-05,1.8377172e-05,1.8376119e-05,1.8375313e-05,1.8374718e-05,1.8374261e-05,1.8373892e-05,0.000109315566,0.0016705483,0.03359184,0.041339412,0.13510773,0.12545231,0.30501372,0.25152788,0.103670396
Seq182,0.0019908533,0.0012561459,0.0006749813,0.0003222987,0.0001570652,9.031261e-05,6.36779e-05,5.22485e-05,4.688593e-05,4.416724e-05,4.270393e-05,4.1878797e-05,4.1395433e-05,4.1102918e-05,4.0920735e-05,4.080441e-05,4.0728442e-05,4.067786e-05,4.0643623e-05,4.0620143e-05,4.060372e-05,4.059226e-05,4.0584015e-05,4.0578092e-05,4.05738e-05,4.0570663e-05,4.0568342e-05,4.0566563e-05,4.0565246e-05,4.0564242e-05,4.056343e-05,4.056285e-05,0.0010728172,0.0027593735,0.07158863,0.06646934,0.078794576,0.09227536,0.21337871,0.46806413
Seq183,0.0037986208,0.0023967724,0.0012878885,0.0006149574,0.00029968616,0.00017231969,0.0001214997,9.969205e-05,8.9460074e-05,8.4272666e-05,8.148069e-05,7.990624e-05,7.898404e-05,7.842591e-05,7.8078294e-05,7.7856275e-05,7.7711324e-05,7.761489e-05,7.754956e-05,7.750468e-05,7.7473414e-05,7.745148e-05,7.743582e-05,7.7424455e-05,7.741633e-05,7.741028e-05,7.740584e-05,7.7402445e-05,7.7399935e-05,7.7398014e-05,7.739654e-05,0.0007022876,0.0051267985,0.007044706,0.083448924,0.12446913,0.16688994,0.10519287,0.23773345,0.25879
Seq184,0.0018757674,0.0011835315,0.0006359624,0.00030366745,0.00014798569,8.509188e-05,5.999685e-05,4.9228154e-05,4.417558e-05,4.1614046e-05,4.023533e-05,3.9457896e-05,3.9002476e-05,3.8726866e-05,3.8555216e-05,3.8445618e-05,3.837404e-05,3.8326387e-05,3.829412e-05,3.8272e-05,3.8256527e-05,3.824573e-05,3.8237962e-05,3.823238e-05,3.8228336e-05,3.8225382e-05,3.8223196e-05,3.822152e-05,3.8220278e-05,3.8219332e-05,3.8218564e-05,3.821802e-05,5.6427758e-05,0.0009037586,0.004099683,0.08957973,0.064324856,0.19725622,0.4054661,0.23303977
Seq185,0.0027663035,0.0017454231,0.00093789044,0.00044783592,0.00021824312,0.00012548991,8.848081e-05,7.259959e-05,6.514827e-05,6.1370636e-05,5.9337413e-05,5.8190835e-05,5.7519257e-05,5.7112797e-05,5.685965e-05,5.669797e-05,5.659241e-05,5.652218e-05,5.6474608e-05,5.6441924e-05,5.641916e-05,5.640318e-05,5.639178e-05,5.63835e-05,5.6377583e-05,5.6373174e-05,5.636995e-05,5.6367477e-05,5.6365647e-05,5.6364253e-05,5.6363177e-05,5.636237e-05,5.636167e-05,5.6361136e-05,5.6360706e-05,8.171128e-05,0.007673598,0.08706165,0.47248042,0.42475653
Seq186,0.0007519099,0.00047442404,0.00025492837,0.000121726436,5.9320766e-05,3.4109456e-05,2.4050001e-05,1.9733321e-05,1.7707976e-05,1.6681175e-05,1.6128524e-05,1.5816871e-05,1.563433e-05,1.552385e-05,1.5455043e-05,1.5411095e-05,1.5382402e-05,1.5363314e-05,1.5350382e-05,1.5341499e-05,1.5335312e-05,1.5330968e-05,1.5327869e-05,1.5325619e-05,1.532401e-05,1.5322812e-05,1.5321935e-05,1.5321264e-05,1.5320766e-05,2.0884643e-05,0.0010223356,0.030254854,0.1284484,0.25276738,0.15206406,0.06656958,0.126554,0.10624199,0.09701473,0.03697386
